DateOfMatch,Penalty1,Penalty2,Penalty3,Penalty4,Penalty5,Penalty6,Penalty7,Penalty8,MatchID,PenaltiesID
26/04/2019,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,1000,1619
03/05/2019,AJ MacGinty,Faf de Klerk,NULL,NULL,NULL,NULL,NULL,NULL,1000,1620
18/05/2019,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1621
28/11/2015,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,1000,1622
08/12/2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1623
21/11/2015,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1624
04/12/2015,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,1000,1625
12/12/2015,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1626
19/12/2015,Joe Ford,Joe Ford,Joe Ford,Danny Cipriani,NULL,NULL,NULL,NULL,1000,1627
26/12/2015,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1628
02/01/2016,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,1000,1629
15/01/2016,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1630
21/01/2016,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1631
30/01/2016,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1632
06/02/2016,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1633
13/02/2016,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1634
20/02/2016,Danny Cipriani, ,NULL,NULL,NULL,NULL,NULL,NULL,1000,1635
27/02/2016,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,1000,1636
05/03/2016,Joe Ford,Joe Ford,Joe Ford,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,1000,1637
12/03/2016,Danny Cipriani,Tom Arscott,NULL,NULL,NULL,NULL,NULL,NULL,1000,1638
20/03/2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1639
27/03/2016,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1640
17/04/2016,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1641
23/04/2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1642
29/04/2016,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1643
07/05/2016,Danny Cipriani,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,NULL,1000,1644
06/09/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1645
13/09/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1646
21/09/2019,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1647
12/10/2019,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1648
05/10/2019,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1649
28/09/2019,Tom Curtis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1650
19/10/2019,Rob du Preez,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,1000,1651
01/11/2019,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1652
08/11/2019,Rob du Preez,Rob du Preez,Rob du Preez,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,1000,1653
05/10/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1654
20/09/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1655
27/09/2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1656
11/10/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1657
18/10/2014,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,1000,1658
26/10/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1659
01/11/2014,Joe Ford,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1660
09/11/2014,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1661
15/11/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1662
21/11/2014,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,1000,1663
30/11/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1664
13/12/2014,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1665
06/12/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1666
19/12/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1667
27/12/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1668
04/01/2015,Joe Ford,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,NULL,1000,1669
10/01/2015,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1000,1670
16/11/2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1671
24/11/2019,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,1000,1672
30/11/2019,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1673
08/12/2019,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1674
15/12/2019,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1675
21/12/2019,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1676
28/12/2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1677
03/01/2020,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,1000,1678
10/01/2020,AJ MacGinty,AJ MacGinty,James Williams,NULL,NULL,NULL,NULL,NULL,1000,1679
18/01/2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1680
25/01/2020,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1681
07/02/2020,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1682
15/02/2020,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1683
21/02/2020,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1684
28/02/2020,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,1000,1685
06/03/2020,Rob du Preez,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,1000,1686
22/11/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1687
05/12/2009,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1688
30/10/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,1000,1689
24/10/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,1000,1690
02/10/2009,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1691
04/09/2009,Lee Thomas,Lee Thomas,Lee Thomas,Lee Thomas,Lee Thomas,NULL,NULL,NULL,1000,1692
13/09/2009,Lee Thomas,Lee Thomas,Lee Thomas,NULL,NULL,NULL,NULL,NULL,1000,1693
18/09/2009,Lee Thomas,Lee Thomas,Lee Thomas,Lee Thomas,NULL,NULL,NULL,NULL,1000,1694
26/09/2009,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1695
14/02/2010,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1696
19/02/2010,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1697
27/02/2010,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1698
07/03/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1699
19/03/2010,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Richard Wigglesworth,NULL,NULL,NULL,NULL,1000,1700
28/03/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1701
02/04/2010,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1702
17/04/2010,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1703
23/04/2010,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,1000,1704
08/05/2010,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1705
03/09/2010,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,1000,1706
12/09/2010,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1707
17/09/2010,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,1000,1708
25/09/2010,Paul Williams,Paul Williams,Paul Williams,NULL,NULL,NULL,NULL,NULL,1000,1709
01/10/2010,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,1000,1710
09/04/2010,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,1000,1711
02/04/2016,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,1000,1712
08/04/2016,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,1000,1713
22/10/2010,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1714
29/01/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1715
06/02/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1716
11/10/2009,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1717
16/10/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1718
06/11/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,1000,1719
13/11/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1720
06/02/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1721
11/02/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1722
19/02/2011,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,1000,1723
25/02/2011,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1724
06/03/2011,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,1000,1725
25/03/2011,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,1000,1726
08/04/2011,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,1000,1727
02/04/2011,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,1000,1728
16/04/2011,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,1000,1729
22/04/2011,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1730
07/05/2011,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1731
03/09/2011,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,1000,1732
09/09/2011,Nick Macleod,Nick Macleod,Rob Miller,NULL,NULL,NULL,NULL,NULL,1000,1733
17/09/2011,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,1000,1734
15/10/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1735
12/11/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1736
21/10/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1737
18/11/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1738
08/12/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1739
18/12/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1740
23/09/2011,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,1000,1741
01/10/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1742
08/10/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1743
28/10/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1000,1744
06/11/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1745
25/11/2011,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,1000,1746
03/12/2011,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,1000,1747
26/12/2011,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,1000,1748
14/01/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1749
19/01/2012,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,1000,1750
29/01/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,1751
04/02/2012,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,1000,1752
