ScoresID,DateOfMatch,HomeTeam,HomeScore,AwayTeam,AwayScore,Result,Competition,MatchID
1109,01/12/2017,10,14,1,18,W,1,NULL
1110,09/12/2017,1,24,23,0,W,4,NULL
1111,17/12/2017,23,14,1,6,L,4,NULL
1112,23/12/2017,1,32,5,9,W,1,NULL
1113,30/12/2017,6,20,1,16,L,1,NULL
1114,06/01/2018,1,30,24,29,W,1,NULL
1115,13/01/2018,1,15,106,13,L,4,NULL
1116,20/01/2018,22,28,1,21,L,4,NULL
1117,27/01/2018,11,20,1,24,L,2,NULL
1118,02/02/2018,38,18,1,45,W,2,NULL
1119,10/02/2018,7,9,1,13,W,1,NULL
1120,16/02/2018,1,3,2,13,L,1,NULL
1121,24/02/2018,5,33,1,32,L,1,NULL
1122,03/03/2018,11,25,1,34,W,1,NULL
1123,24/03/2018,1,58,10,25,W,1,NULL
1124,06/04/2018,1,28,3,27,W,1,NULL
1125,13/04/2018,8,35,1,30,L,1,NULL
1126,28/04/2018,13,34,1,19,L,1,NULL
1127,05/05/2018,1,13,4,35,L,1,NULL
1049,01/09/2018,24,51,1,23,L,1,NULL
1050,09/09/2018,1,21,10,15,W,1,NULL
1051,15/09/2018,13,35,1,8,L,1,NULL
1052,22/09/2018,1,13,4,31,L,1,NULL
1053,30/09/2018,4,19,1,15,L,1,NULL
1054,06/10/2018,1,20,8,7,W,1,NULL
1058,12/10/2018,31,24,1,41,W,4,NULL
1059,20/10/2018,1,34,20,13,W,4,NULL
1062,26/10/2018,10,35,1,3,L,5,NULL
1063,02/11/2018,1,15,2,15,D,5,NULL
1064,09/11/2018,4,16,1,18,W,5,NULL
1055,17/11/2018,2,31,1,25,L,1,NULL
1056,24/11/2018,1,18,11,13,W,1,NULL
1057,02/12/2018,5,39,11,18,W,5,NULL
1060,08/12/2018,49,24,1,50,W,4,NULL
1061,15/12/2018,1,14,49,17,L,4,NULL
1128,22/12/2018,1,27,12,10,W,1,NULL
1129,29/12/2018,6,15,1,30,W,1,NULL
1130,04/01/2019,1,24,2,18,W,1,NULL
1190,12/01/2019,20,20,1,18,L,4,NULL
1191,19/01/2019,1,39,107,10,W,4,NULL
1189,03/02/2019,1,12,8,28,L,5,NULL
1182,16/02/2019,11,67,1,17,L,1,NULL
1183,23/02/2019,3,18,1,24,W,1,NULL
1184,02/03/2019,1,14,13,24,L,1,NULL
1185,08/03/2019,1,32,4,5,W,1,NULL
1186,23/03/2019,8,22,1,17,L,1,NULL
1188,29/03/2019,1,20,20,10,W,4,NULL
1187,05/04/2019,1,28,24,17,W,1,NULL
1131,13/04/2019,10,39,1,17,L,1,NULL
1132,20/04/2019,108,24,1,20,L,4,NULL
1133,26/04/2019,1,6,5,3,W,1,NULL
1134,03/05/2019,12,20,1,20,D,1,NULL
1135,18/05/2019,1,46,6,41,W,1,NULL
1001,21/09/2019,1,38,11,18,W,5,NULL
1002,28/09/2019,2,17,1,36,W,5,NULL
1003,05/10/2019,1,24,3,20,W,5,NULL
1025,12/10/2019,7,22,1,27,W,1,NULL
1000,19/10/2019,1,16,6,18,W,1,NULL
1026,26/10/2019,7,7,1,41,W,1,NULL
1008,01/11/2019,12,16,1,10,L,1,NULL
1009,08/11/2019,1,28,3,18,W,1,NULL
1161,16/11/2019,16,13,1,7,L,2,NULL
1163,24/11/2019,1,25,108,15,W,2,NULL
1164,30/11/2019,10,25,1,13,L,1,NULL
1165,08/12/2019,8,20,13,22,L,2,NULL
1166,15/12/2019,13,35,1,10,L,2,NULL
1167,21/12/2019,1,22,11,10,W,1,NULL
1168,28/12/2019,5,16,1,14,L,1,NULL
1169,03/01/2020,1,48,24,10,W,1,NULL
1170,10/01/2020,108,30,1,23,L,2,NULL
1171,18/01/2020,1,7,16,45,L,2,NULL
1172,25/01/2020,13,19,1,22,W,2,NULL
1173,07/02/2020,1,28,2,7,W,5,NULL
1174,15/02/2020,2,36,1,22,L,1,NULL
1175,21/02/2020,1,36,4,3,W,1,NULL
1176,28/02/2020,6,17,1,23,W,1,NULL
1177,06/03/2020,1,39,7,0,W,1,NULL
1433,14/08/2020,24,16,1,10,L,1,3509
1434,21/08/2020,1,22,13,32,L,1,3510
1435,25/08/2020,3,11,1,20,W,1,3511
1436,29/08/2020,12,40,1,7,W,1,3512
1522,05/09/2020,4,31,1,40,W,1,NULL
1523,09/09/2020,1,24,2,17,W,1,NULL
1524,13/09/2020,1,22,5,37,L,1,NULL
1525,29/09/2020,11,14,1,34,W,1,NULL
1526,07/10/2020,1,0,10,20,L,1,NULL
1817,08/01/2021,1,20,10,13,W,1,NULL
1818,29/01/2021,4,15,1,25,W,1,NULL
1819,05/02/2021,12,13,1,20,W,1,NULL
1820,12/02/2021,1,22,5,27,L,1,NULL
1821,20/02/2021,24,24,1,12,L,1,NULL
1822,26/02/2021,1,25,13,20,W,1,NULL
1823,05/03/2021,1,31,8,16,W,1,NULL
1824,13/03/2021,11,17,1,14,L,1,NULL
1825,21/03/2021,1,41,7,13,W,1,NULL
1826,27/03/2021,3,19,1,20,D,1,NULL
1827,04/04/2021,38,14,1,57,W,2,NULL
