MatchID,DateOfMatch,Fullback,RightWinger,OutsideCentre,InsideCentre,LeftWinger,FlyHalf,ScrumHalf,LooseHeadProp,Hooker,TightHeadProp,SecondRow4,SecondRow5,BlindSideFlanker,OpensideFlanker,Number8,Replacement1,Replacement2,Replacement3,Replacement4,Replacement5,Replacement6,Replacement7,Replacement8,MatchesID
3668,13/11/2004,Robert Todd,Jimmy Moore,Jos Baxendell,Chris Jones,Chris Mayor,Mike Hercus,Sililo Martens,Stuart Turner,Johnny Roddam,Barry Stewart,Christian Day,Dean Schofield,Chris Jones,Magnus Lund,Sebastien Chabal,Martin Halsall,Sebastien Bozzi,Pierre Caillet,John Carter,Bryan Redpath,Byron Hayward,Richard Wigglesworth,NULL,3624
3669,19/11/2004,Chris Mayor,Chris Jones,Jos Baxendell,Robert Todd,Steve Hanley,Byron Hayward,Sililo Martens,Stuart Turner,Johnny Roddam,Barry Stewart,Christian Day,Dean Schofield,Pierre Caillet,Magnus Lund,Sebastien Chabal,Martin Halsall,Sebastien Bozzi,Pete Anglesea,John Carter,Bryan Redpath,Jimmy Moore,Josh Taumalolo,NULL,3625
3670,26/11/2004,Byron Hayward,Chris Jones,Josh Taumalolo,Robert Todd,Steve Hanley,Jos Baxendell,Sililo Martens,Stuart Turner,Johnny Roddam,Barry Stewart,Christian Day,Dean Schofield,Pierre Caillet,John Carter,Pete Anglesea,Martin Halsall,Sebastien Bozzi,Hugh Perrett,Magnus Lund,Bryan Redpath,Richard Wigglesworth,Jimmy Moore,NULL,3626
3671,27/12/2004,Jason Robinsoná,Mark Cueto,Jos Baxendell,Robert Todd,Steve Hanley,Charlie Hodgson,Richard Wigglesworth,Andrew Sheridan,Sebastian Bruno,Barry Stewart,Christian Day,Dean Schofield,Jason White,John Carter,Sebastien Chabal,Andy Titterrell,Stuart Turner,Pete Anglesea,Chris Jones,Ben Foden,Mike Hercus,Chris Mayor,NULL,3627
3672,02/01/2005,Jason Robinsoná,Mark Cueto,Jos Baxendell,Robert Todd,Steve Hanley,Charlie Hodgson,Richard Wigglesworth,Andrew Sheridan,Andy Titterrell,Barry Stewart,Chris Jones,Dean Schofield,Jason White,John Carter,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Christian Day,Magnus Lund,Ben Foden,Mike Hercus,Chris Jones,NULL,3628
3673,29/01/2005,Jason Robinsoná,Mark Cueto,Jos Baxendell,Robert Todd,Steve Hanley,Charlie Hodgson,Bryan Redpath,Andrew Sheridan,Andy Titterrell,Barry Stewart,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Christian Day,John Carter,Richard Wigglesworth,Mike Hercus,Chris Mayor,NULL,3629
3674,06/02/2005,Steve Hanley,Oriol Ripol Fortuny,Jos Baxendell,Robert Todd,Chris Mayor,Mike Hercus,Bryan Redpath,Andrew Sheridan,Johnny Roddam,Stuart Turner,Christian Day,Dean Schofield,John Carter,Magnus Lund,Pete Anglesea,Andy Titterrell,Barry Stewart,Sebastien Bozzi,Pierre Caillet,Richard Wigglesworth,John Payne,Sililo Martens,NULL,3630
3675,18/02/2005,Jason Robinsoná,Mark Cueto,Jos Baxendell,Robert Todd,Steve Hanley,Charlie Hodgson,Bryan Redpath,Andrew Sheridan,Andy Titterrell,Barry Stewart,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Christian Day,John Carter,Sililo Martens,Mike Hercus,Chris Jones,NULL,3631
3676,25/02/2005,Steve Hanley,Richard Wigglesworth,Chris Jones,John Payne,Chris Mayor,Mike Hercus,Bryan Redpath,Stuart Turner,Johnny Roddam,Barry Stewart,Christian Day,Dean Schofield,Pierre Caillet,John Carter,Sebastien Chabal,Sebastien Bozzi,Ben Coutts,Pete Anglesea,Magnus Lund,Jason Duffy,Sililo Martens,Ben Lloyd,NULL,3632
3677,13/03/2005,Sililo Martens,Chris Mayor,Jos Baxendell,John Payne,Steve Hanley,Mike Hercus,Bryan Redpath,Stuart Turner,Johnny Roddam,Barry Stewart,Chris Jones,Dean Schofield,Pete Anglesea,Magnus Lund,Sebastien Chabal,Sean Cox,Sebastien Bozzi,Ben Coutts,John Carter,Richard Wigglesworth,Jason Duffy,Chris Jones,NULL,3633
3678,25/03/2005,Mike Hercus,Mark Cueto,Chris Jones,Robert Todd,Steve Hanley,Charlie Hodgson,Bryan Redpath,Andrew Sheridan,Sebastian Bruno,Barry Stewart,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Stuart Turner,Pete Anglesea,John Carter,Sililo Martens,Jos Baxendell,John Payne,NULL,3634
3679,09/04/2005,Jason Robinsoná,Mark Cueto,Chris Jones,Robert Todd,Steve Hanley,Mike Hercus,Bryan Redpath,Andrew Sheridan,Andy Titterrell,Barry Stewart,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,Pete Anglesea,David Blair,Geraint Rhys Jones,Sililo Martens,NULL,3635
3680,15/04/2005,Jason Robinsoná,Mark Cueto,Jos Baxendell,Robert Todd,Steve Hanley,Charlie Hodgson,Bryan Redpath,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,Dean Schofield,Jason White,John Carter,Sebastien Chabal,Andy Titterrell,Barry Stewart,Chris Jones,Magnus Lund,Sililo Martens,Richard Wigglesworth,Chris Jones,NULL,3636
3681,30/04/2005,Mark Cueto,Oriol Ripol Fortuny,Jason Robinsoná,Robert Todd,Steve Hanley,Charlie Hodgson,Bryan Redpath,Andrew Sheridan,Sebastian Bruno,Barry Stewart,Juan Martin Fernandez Lobbe,Dean Schofield,Jason White,John Carter,Sebastien Chabal,Andy Titterrell,Stuart Turner,Chris Jones,Magnus Lund,John Payne,Mike Hercus,Sililo Martens,NULL,3637
3682,07/05/2005,Jason Robinsoná,Mark Cueto,Jos Baxendell,Robert Todd,Steve Hanley,Charlie Hodgson,Bryan Redpath,Ben Coutts,Andy Titterrell,Barry Stewart,Jason White,Dean Schofield,Chris Jones,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,John Carter,Oriol Ripol Fortuny,Geraint Rhys Jones,Sililo Martens,NULL,3638
1451,02/09/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Richard Wigglesworth,Andrew Sheridan,Sebastian Bruno,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Jones,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Stuart Turner,Lionel Faure,Dean Schofield,Chris Day,Valentin Courrent,Robert Todd,NULL,1471
1452,10/09/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Valentin Courrent,Andrew Sheridan,Andy Titterrell,Barry Stewart,Dean Schofield,Juan Martin Fernandez Lobbe,Jason White,Chris Jones,Sebastien Chabal,Sebastian Bruno,Pete Anglesea,Lionel Faure,Ben Coutts,Magnus Lund,Richard Wigglesworth,Robert Todd,NULL,1472
1453,16/09/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Valentin Courrent,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Day,Oriol Ripol Fortuny,Geraint Rhys Jones,Robert Todd,NULL,1473
1454,25/09/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Valentin Courrent,Andrew Sheridan,Andy Titterrell,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Day,Richard Wigglesworth,Geraint Rhys Jones,Robert Todd,NULL,1474
2454,02/10/2005,Steve Hanley,Nick Wakley,Elvis Seveali'i,Robert Todd,Oriol Ripol Fortuny,Daniel Larrechea,Sililo Martens,Lionel Faure,Andy Titterrell,Ben Coutts,Juan Martin Fernandez Lobbe,Chris Day,Pete Anglesea,John Carter,Nathan Bonner-Evans,Valentin Courrent,Barry Stewart,Dean Schofield,Stuart Turner,Magnus Lund,Ben Foden,Jason Duffy,NULL,2497
2455,07/10/2005,Jason Robinson,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Steve Hanley,Valentin Courrent,Sililo Martens,Lionel Faure,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,Chris Day,John Carter,Magnus Lund,Sebastien Chabal,Andy Titterrell,Ben Coutts,Nathan Bonner-Evans,Jason White,Richard Wigglesworth,Ben Foden,Elvis Seveali'i,NULL,2498
1455,14/10/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Barry Stewart,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Stuart Turner,Juan Martin Fernandez Lobbe,Nathan Bonner-Evans,Valentin Courrent,Geraint Rhys Jones,Steve Hanley,NULL,1475
2457,21/10/2005,Jason Robinson,Mark Cueto,Mark Taylor,Elvis Seveali'i,Steve Hanley,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Andy Titterrell,Stuart Turner,Juan Martin Fernandez Lobbe,Chris Jones,Jason White,Magnus Lund,Sebastien Chabal,Robert Todd,Daniel Larrechea,Valentin Courrent,Sebastian Bruno,Barry Stewart,Dean Schofield,Chris Day,NULL,2500
2458,28/10/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Oriol Ripol Fortuny,Robert Todd,Valentin Courrent,Andy Titterrell,Ben Coutts,Ignacio Fernandez Lobbe,Nathan Bonner-Evans,NULL,2501
1456,05/11/2005,Daniel Larrechea,Oriol Ripol Fortuny,Robert Todd,Elvis Seveali'i,Jason Robinson,Valentin Courrent,Sililo Martens,Ben Coutts,Andy Titterrell,Barry Stewart,Chris Day,Dean Schofield,Jason White,Magnus Lund,Nathan Bonner-Evans,Neil Briggs,Stuart Turner,Lionel Faure,Pete Anglesea,Richard Wigglesworth,Chris Mayor,Epi Taione,NULL,1476
1457,11/11/2005,Daniel Larrechea,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Jason Robinson,Valentin Courrent,Sililo Martens,Ben Coutts,Andy Titterrell,Stuart Turner,Chris Day,Dean Schofield,John Carter,Magnus Lund,Sebastien Chabal,Neil Briggs,Barry Stewart,Pete Anglesea,Epi Taione,Richard Wigglesworth,Ben Foden,Chris Mayor,NULL,1477
1458,18/11/2005,Daniel Larrechea,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Jason Robinson,Valentin Courrent,Sililo Martens,Ben Coutts,Andy Titterrell,Barry Stewart,Chris Day,Dean Schofield,Epi Taione,Magnus Lund,Nathan Bonner-Evans,Neil Briggs,Stuart Turner,Pete Anglesea,David Tait,Richard Wigglesworth,Ben Foden,Chris Mayor,NULL,1478
1459,27/11/2005,Daniel Larrechea,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Jason Robinson,Valentin Courrent,Richard Wigglesworth,Ben Coutts,Andy Titterrell,Barry Stewart,Dean Schofield,Chris Day,Nathan Bonner-Evans,Magnus Lund,Ignacio Fernandez Lobbe,Martin Halsall,Stuart Turner,Pete Anglesea,Chris Jones,Sililo Martens,Chris Mayor,Nick Wakley,NULL,1479
2456,02/12/2005,Nick Wakley,Chris Mayor,Jason Duffy,Elvis Seveali'i,Selorm Kuadey,David Blair,Richard Wigglesworth,Eifion Lewis-Roberts,Neil Briggs,Ben Coutts,Chris Jones,Chris Day,Pete Anglesea,David Tait,Nathan Bonner-Evans,Marc Jones,Martin Halsall,Ben Lloyd,Sean Cox,Chris Leck,Geraint Rhys Jones,Matt Riley,NULL,2499
2459,09/12/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Barry Stewart,Juan Martin Fernandez Lobbe,Nathan Bonner-Evans,Richard Wigglesworth,Geraint Rhys Jones,Robert Todd,NULL,2502
2460,16/12/2005,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Barry Stewart,Ben Coutts,Ignacio Fernandez Lobbe,Valentin Courrent,Chris Mayor,Robert Todd,NULL,2503
1460,26/12/2005,Jason Robinson,Mark Cueto,Mark Taylor,Robert Todd,Chris Mayor,Charlie Hodgson,Valentin Courrent,Andrew Sheridan,Andy Titterrell,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Jones,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Ben Coutts,Nathan Bonner-Evans,Chris Day,Richard Wigglesworth,Ben Foden,NULL,1480
1461,02/01/2006,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Dean Schofield,Chris Jones,Jason White,Magnus Lund,Sebastien Chabal,Andy Titterrell,Ben Coutts,Lionel Faure,Chris Day,Richard Wigglesworth,Epi Taione,Chris Mayor,NULL,1481
1464,08/01/2006,Jason Robinson,Mark Cueto,Robert Todd,Elvis Seveali'i,Oriol Ripol Fortuny,Charlie Hodgson,Sililo Martens,Lionel Faure,Andy Titterrell,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Day,Jason White,Chris Jones,Sebastien Chabal,Sebastian Bruno,Andrew Sheridan,Stuart Turner,Nathan Bonner-Evans,Ben Foden,Daniel Larrechea,Epi Taione,NULL,1484
2461,15/01/2006,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Richard Wigglesworth,Andrew Sheridan,Sebastian Bruno,Ben Coutts,Chris Jones,Dean Schofield,Nathan Bonner-Evans,Magnus Lund,Sebastien Chabal,Oriol Ripol Fortuny,Chris Mayor,Ben Foden,Andy Titterrell,Barry Stewart,Chris Day,Jason White,NULL,2504
2462,21/01/2006,Jason Robinson,Mark Cueto,Mark Taylor,Elvis Seveali'i,Oriol Ripol Fortuny,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,Chris Jones,Jason White,Magnus Lund,Sebastien Chabal,Epi Taione,Richard Wigglesworth,Andy Titterrell,Ben Coutts,Dean Schofield,Chris Mayor,Chris Day,NULL,2505
1466,28/01/2006,Jason Robinson,Mark Cueto,Mark Taylor,Robert Todd,Chris Mayor,Charlie Hodgson,Sililo Martens,Lionel Faure,Andy Titterrell,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Andrew Sheridan,Barry Stewart,Ignacio Fernandez Lobbe,Ben Foden,Valentin Courrent,John Carter,NULL,1486
1467,11/02/2006,Jason Robinson,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Steve Hanley,Valentin Courrent,Sililo Martens,Lionel Faure,Andy Titterrell,Stuart Turner,Juan Martin Fernandez Lobbe,Dean Schofield,Chris Jones,John Carter,Sebastien Chabal,Barry Stewart,Ben Coutts,Chris Day,Nathan Bonner-Evans,Richard Wigglesworth,Chris Mayor,Nick Wakley,NULL,1487
1468,17/02/2006,Mark Cueto,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Steve Hanley,Valentin Courrent,Sililo Martens,Andrew Sheridan,Andy Titterrell,Barry Stewart,Juan Martin Fernandez Lobbe,Dean Schofield,Chris Jones,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Nathan Bonner-Evans,Jason White,Richard Wigglesworth,Charlie Hodgson,Chris Mayor,NULL,1488
1469,26/02/2006,Jason Robinson,Oriol Ripol Fortuny,Mark Taylor,Robert Todd,Steve Hanley,Richard Wigglesworth,Sililo Martens,Ben Coutts,Andy Titterrell,Stuart Turner,Juan Martin Fernandez Lobbe,Dean Schofield,Chris Jones,Magnus Lund,Nathan Bonner-Evans,Lionel Faure,Barry Stewart,Chris Day,Sebastien Chabal,Valentin Courrent,Nick Wakley,Chris Mayor,NULL,1489
1470,10/03/2006,Jason Robinson,Chris Mayor,Mark Taylor,Robert Todd,Steve Hanley,Valentin Courrent,Sililo Martens,Ben Coutts,Sebastian Bruno,Barry Stewart,Dean Schofield,Chris Day,Chris Jones,Andy Titterrell,Nathan Bonner-Evans,Stuart Turner,Eifion Lewis-Roberts,Juan Martin Fernandez Lobbe,Adam Newton,Richard Wigglesworth,Geraint Rhys Jones,Nick Wakley,NULL,1490
1471,25/03/2006,Jason Robinson,Mark Cueto,Mark Taylor,Elvis Seveali'i,Steve Hanley,Charlie Hodgson,Richard Wigglesworth,Ben Coutts,Andy Titterrell,Barry Stewart,Dean Schofield,Chris Day,Jason White,Magnus Lund,Chris Jones,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,Nathan Bonner-Evans,Sililo Martens,Geraint Rhys Jones,Chris Mayor,NULL,1491
2463,02/04/2006,Daniel Larrechea,Mark Cueto,Mark Taylor,Elvis Seveali'i,Jason Robinson,Charlie Hodgson,Sililo Martens,Ben Coutts,Sebastian Bruno,Stuart Turner,Juan Martin Fernandez Lobbe,Dean Schofield,Jason White,Magnus Lund,Chris Jones,Steve Hanley,Valentin Courrent,Richard Wigglesworth,Andy Titterrell,Barry Stewart,Nathan Bonner-Evans,Chris Day,NULL,2506
1472,08/04/2006,Jason Robinson,Mark Cueto,Mark Taylor,Elvis Seveali'i,Steve Hanley,Charlie Hodgson,Richard Wigglesworth,Ben Coutts,Andy Titterrell,Barry Stewart,Chris Day,Dean Schofield,Jason White,Magnus Lund,Nathan Bonner-Evans,Sebastian Bruno,Stuart Turner,Chris Day,Ignacio Fernandez Lobbe,Valentin Courrent,Oriol Ripol Fortuny,Daniel Larrechea,NULL,1492
1473,16/04/2006,Daniel Larrechea,Oriol Ripol Fortuny,Chris Mayor,Elvis Seveali'i,Jason Robinson,Valentin Courrent,Sililo Martens,Eifion Lewis-Roberts ,Sebastian Bruno,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Day,Nathan Bonner-Evans,Magnus Lund,Sebastien Chabal,Andy Titterrell,Stuart Turner,Mike Hills,Jason White,Richard Wigglesworth,Ben Foden,Steve Hanley,NULL,1493
1474,28/04/2006,Jason Robinson,Oriol Ripol Fortuny,Mark Cueto,Elvis Seveali'i,Oriol Ripol Fortuny,Charlie Hodgson,Sililo Martens,Ben Coutts,Andy Titterrell,Stuart Turner,Chris Day,Dean Schofield,Jason White,Magnus Lund,Sebastien Chabal,Lionel Faure,Barry Stewart,Chris Day,Ignacio Fernandez Lobbe,Richard Wigglesworth,Valentin Courrent,Chris Mayor,NULL,1494
1475,06/05/2006,Jason Robinson,Oriol Ripol Fortuny,Mark Cueto,Chris Mayor,Steve Hanley,Charlie Hodgson,Ben Foden,Lionel Faure,Andy Titterrell,Barry Stewart,Juan Martin Fernandez Lobbe,Chris Day,Jason White,Chris Jones,Sebastien Chabal,Marc Jones,Eifion Lewis-Roberts,Ben Lloyd,Mike Hills,Richard Wigglesworth,Valentin Courrent,Matt Riley,NULL,1495
1476,14/05/2006,Jason Robinson,Mark Cueto,Mark Taylor,Elvis Seveali'i,Oriol Ripol Fortuny,Charlie Hodgson,Sililo Martens,Lionel Faure,Andy Titterrell,Stuart Turner,Juan Martin Fernandez Lobbe,Chris Jones,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Barry Stewart,Dean Schofield,Chris Day,Ben Foden,Valentin Courrent,Chris Mayor,NULL,1496
1477,27/05/2006,Jason Robinson,Mark Cueto,Mark Taylor,Elvis Seveali'i,Oriol Ripol Fortuny,Charlie Hodgson,Richard Wigglesworth,Lionel Faure,Andy Titterrell,Stuart Turner,Chris Jones,Juan Martin Fernandez Lobbe,Jason White,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Barry Stewart,Dean Schofield,Chris Day,Ben Foden,Valentin Courrent,Chris Mayor,NULL,1497
3683,03/09/2006,Jason Robinsoná,Mark Cueto,Chris Mayor,Chris Bell,Oriol Ripol Fortuny,Charlie Hodgson,Richard Wigglesworth,Lionel Faure,Sebastian Bruno,Stuart Turner,Chris Jones,Juan Martin Fernandez Lobbe,Jason White,Magnus Lund,Sebastien Chabal,Pierre Gaona,Andrew Sheridan,Ben Evans,Christian Day,Ben Foden,Lee Thomas,Juan Martin Fernandez Lobbe,NULL,3639
3684,09/09/2006,Jason Robinsoná,Mark Cueto,Chris Mayor,Chris Bell,Oriol Ripol Fortuny,Charlie Hodgson,Richard Wigglesworth,Andrew Sheridan,Sebastian Bruno,Ben Evans,Chris Jones,Jason White,Juan Martin Fernandez Lobbe,Magnus Lund,Sebastien Chabal,Pierre Gaona,Barry Stewart,Christian Day,David Tait,Ben Foden,Lee Thomas,Mark Taylor,NULL,3640
3685,15/09/2006,Jason Robinsoná,Mark Cueto,Mark Taylor,Chris Bell,Ben Foden,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Barry Stewart,Chris Jones,Christian Day,Jason White,Magnus Lund,Juan Martin Fernandez Lobbe,Neil Briggs,Stuart Turner,Sean Cox,David Tait,Richard Wigglesworth,Daniel Larrechea,Chris Mayor,NULL,3641
3686,22/09/2006,Jason Robinsoná,Mark Cueto,Mark Taylor,Chris Bell,Ben Foden,Charlie Hodgson,Sililo Martens,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Chris Jones,Christian Day,Jason White,Magnus Lund,Juan Martin Fernandez Lobbe,Pierre Gaona,Ben Evans,Sebastien Chabal,David Tait,Richard Wigglesworth,Daniel Larrechea,Chris Mayor,NULL,3642
3687,15/10/2006,Jason Robinsoná,Mark Cueto,Mark Taylor,Elvis Seveali'i,Oriol Ripol Fortuny,Charlie Hodgson,Richard Wigglesworth,Andrew Sheridan,Sebastian Bruno,Stuart Turner,Chris Jones,Dean Schofield,Jason White,Magnus Lund,Juan Martin Fernandez Lobbe,Neil Briggs,Barry Stewart,Sebastien Chabal,Christian Day,Sililo Martens,Lee Thomas,Chris Mayor,NULL,3643
3688,03/11/2006,Jason Robinsoná,Ben Foden,Mark Taylor,Elvis Seveali'i,Oriol Ripol Fortuny,Daniel Larrechea,Richard Wigglesworth,Eifion Lewis-Roberts,Sebastian Bruno,Barry Stewart,Juan Martin Fernandez Lobbe,Christian Day,Jason White,Juan Martin Fernandez Lobbe,Sebastien Chabal,Andy Titterrell,Ben Evans,Dean Schofield,Mike Hills,Sililo Martens,Lee Thomas,Chris Mayor,NULL,3644
3689,10/11/2006,Jason Robinsoná,Ben Foden,Mark Taylor,Chris Bell,Steve Hanley,Daniel Larrechea,Sililo Martens,Eifion Lewis-Roberts,Sebastian Bruno,Barry Stewart,Sean Cox,Dean Schofield,Nathan Bonner-Evans,Chris Jones,Sebastien Chabal,Andy Titterrell,Ben Evans,Ben Lloyd,Mike Hills,Richard Wigglesworth,Lee Thomas,Chris Mayor,NULL,3645
3690,17/11/2006,Jason Robinsoná,Ben Foden,Chris Mayor,Mark Taylor,Oriol Ripol Fortuny,Daniel Larrechea,Richard Wigglesworth,Eifion Lewis-Roberts,Sebastian Bruno,Ben Evans,Sean Cox,Dean Schofield,Nathan Bonner-Evans,Magnus Lund,Sebastien Chabal,Andy Titterrell,Stuart Turner,Ben Lloyd,Mike Hills,David Blair,Lee Thomas,Steve Hanley,NULL,3646
3691,24/11/2006,Jason Robinsoná,Ben Foden,Mark Taylor,Lee Thomas,Oriol Ripol Fortuny,Daniel Larrechea,Richard Wigglesworth,Eifion Lewis-Roberts,Sebastian Bruno,Barry Stewart,Dean Schofield,Christian Day,Nathan Bonner-Evans,Magnus Lund,Sebastien Chabal,Andy Titterrell,Ben Evans,Ben Lloyd,Mike Hills,Sililo Martens,Chris Mayor,Steve Hanley,NULL,3647
3692,22/12/2006,Daniel Larrechea,Jason Robinsoná,Chris Mayor,Chris Bell,Ben Foden,Lee Thomas,Sililo Martens,Lionel Faure,Andy Titterrell,Barry Stewart,Chris Jones,Dean Schofield,Nathan Bonner-Evans,Juan Martin Fernandez Lobbe,Sebastien Chabal,Pierre Gaona,Ben Evans,Christian Day,Mike Hills,David Blair,Mark Taylor,Steve Hanley,NULL,3648
3693,26/12/2006,Jason Robinsoná,Ben Foden,Mark Taylor,Chris Bell,Chris Mayor,Lee Thomas,Richard Wigglesworth,Lionel Faure,Sebastian Bruno,Stuart Turner,Dean Schofield,Christian Day,Chris Jones,Magnus Lund,Juan Martin Fernandez Lobbe,Andy Titterrell,Ben Evans,Sean Cox,Sebastien Chabal,Sililo Martens,Daniel Larrechea,Andy Vilk,NULL,3649
3694,01/01/2007,Jason Robinsoná,Ben Foden,Mark Taylor,Chris Bell,Chris Mayor,Daniel Larrechea,Richard Wigglesworth,Lionel Faure,Sebastian Bruno,Stuart Turner,Dean Schofield,Christian Day,Juan Martin Fernandez Lobbe,Magnus Lund,Sebastien Chabal,Andy Titterrell,Barry Stewart,Sean Cox,Nathan Bonner-Evans,Sililo Martens,David Blair,Oriol Ripol Fortuny,NULL,3650
3695,06/01/2007,Daniel Larrechea,Jason Robinsoná,Mark Taylor,Chris Bell,Chris Mayor,David Blair,Richard Wigglesworth,Lionel Faure,Andy Titterrell,Barry Stewart,Chris Jones,Dean Schofield,Juan Martin Fernandez Lobbe,Magnus Lund,Sebastien Chabal,Sebastian Bruno,Eifion Lewis-Roberts,Stuart Turner,Christian Day,Sililo Martens,Ben Foden,Nathan Bonner-Evans,NULL,3651
3696,27/01/2007,Geraint Rhys Jones,Chris Bell,Chris Mayor,Mark Taylor,Oriol Ripol Fortuny,Richard Wigglesworth,Ben Foden,Eifion Lewis-Roberts,Andy Titterrell,Barry Stewart,Dean Schofield,Christian Day,Chris Jones,Juan Martin Fernandez Lobbe,Sebastien Chabal,Sebastian Bruno,Stuart Turner,Ben Evans,David Tait,Mike Hills,Andy Vilk,Matt Riley,NULL,3652
3697,18/02/2007,Jason Robinsoná,Mark Cueto,Chris Bell,Mark Taylor,Ben Foden,Geraint Rhys Jones,Richard Wigglesworth,Eifion Lewis-Roberts,Andy Titterrell,Stuart Turner,Dean Schofield,Christian Day,Chris Jones,Magnus Lund,Juan Martin Fernandez Lobbe,Sebastian Bruno,Ben Evans,Sean Cox,Sebastien Chabal,David Tait,David Blair,Andy Vilk,NULL,3653
3698,23/02/2007,Mark Cueto,Chris Mayor,Mark Taylor,Chris Bell,Ben Foden,Lee Thomas,Richard Wigglesworth,Eifion Lewis-Roberts,Sebastian Bruno,Ben Evans,Dean Schofield,Christian Day,Chris Jones,Andy Titterrell,Juan Martin Fernandez Lobbe,Stuart Turner,Andrew Sheridan,Sean Cox,Mike Hills,David Blair,Andy Vilk,Steve Hanley,NULL,3654
