MatchID,DateOfMatch,Fullback,RightWinger,OutsideCentre,InsideCentre,LeftWinger,FlyHalf,ScrumHalf,LooseHeadProp,Hooker,TightHeadProp,SecondRow4,SecondRow5,BlindSideFlanker,OpensideFlanker,Number8,Replacement1,Replacement2,Replacement3,Replacement4,Replacement5,Replacement6,Replacement7,Replacement8,MatchesID
190,20/03/2016,Mike Haley,Tom Brady,Johnny Leota,Mark Jennings,Nev Edwards,Danny Cipriani,Peter Stringer,Ross Harrison,Neil Briggs,Brian Mujati,Jonathan Mills,Andrei Ostrikov,Magnus Lund,David Seymour,Mark Easter,Cameron Neild,James Flynn,Ciaran Parker,Viliami Fihaki,TJ Ioane,James Mitchell,Joe Ford,Sam James,1125
192,27/03/2016,Mike Haley,Will Addison,Sam James,Sam Tuitupou,Nev Edwards,Danny Cipriani,Peter Stringer,Eifion Lewis-Roberts,Tommy Taylor,Vadim Cobîla,Bryn Evans,Jonathan Mills,Cameron Neild,David Seymour,Mark Easter,Neil Briggs,Ross Harrison,Brian Mujati,Andrei Ostrikov,Magnus Lund,James Mitchell,Joe Ford,Tom Brady,1126
193,02/04/2016,Mike Haley,Will Addison,Sam James,Sam Tuitupou,Nev Edwards,Danny Cipriani,Peter Stringer,Eifion Lewis-Roberts,Tommy Taylor,Brian Mujati,Bryn Evans,Andrei Ostrikov,Cameron Neild,David Seymour,Mark Easter,Neil Briggs,Ross Harrison,Vadim Cobîla,Jonathan Mills,Magnus Lund,TJ Ioane,Joe Ford,Tom Brady,1127
194,08/04/2016,Mike Haley,Tom Brady,Sam James,Johnny Leota,Nev Edwards,Danny Cipriani,Peter Stringer,Ross Harrison,Tommy Taylor,Vadim Cobîla,Bryn Evans,Andrei Ostrikov,Cameron Neild,Magnus Lund,TJ Ioane,Neil Briggs,Eifion Lewis-Roberts,Brian Mujati,Jonathan Mills,David Seymour,James Mitchell,Joe Ford,Mark Jennings,1128
195,17/04/2016,Mike Haley,Will Addison,Sam James,Sam Tuitupou,Nev Edwards,Danny Cipriani,Peter Stringer,Eifion Lewis-Roberts,Tommy Taylor,Vadim Cobîla,Bryn Evans,Andrei Ostrikov,Cameron Neild,TJ Ioane,Mark Easter,Neil Briggs,James Flynn,Brian Mujati,Jonathan Mills,David Seymour,Nick Macleod,Joe Ford,Tom Brady,1129
196,23/04/2016,Mike Haley,Will Addison,Sam James,Sam Tuitupou,Nev Edwards,Danny Cipriani,Peter Stringer,Ross Harrison,Tommy Taylor,Vadim Cobîla,Bryn Evans,Andrei Ostrikov,TJ Ioane,David Seymour,Mark Easter,Neil Briggs,Eifion Lewis-Roberts,Brian Mujati,Jonathan Mills,Cameron Neild,James Mitchell,Joe Ford,Tom Brady,1130
197,29/04/2016,Mike Haley,Will Addison,Sam James,Johnny Leota,Nev Edwards,Danny Cipriani,Peter Stringer,Ross Harrison,Tommy Taylor,Vadim Cobîla,Bryn Evans,Andrei Ostrikov,Cameron Neild,David Seymour,TJ Ioane,Neil Briggs,Eifion Lewis-Roberts,Brian Mujati,Jonathan Mills,Mark Easter,James Mitchell,Joe Ford,Mark Jennings,1131
198,07/05/2016,Mike Haley,Will Addison,Sam James,Johnny Leota,Nev Edwards,Danny Cipriani,Peter Stringer,Eifion Lewis-Roberts,Tommy Taylor,Vadim Cobîla,Bryn Evans,Andrei Ostrikov,Cameron Neild,David Seymour,TJ Ioane,Neil Briggs,Ross Harrison,Brian Mujati,Jonathan Mills,Mark Easter,James Mitchell,Joe Ford,Mark Jennings,1132
96,02/09/2016,Byron McGuigan,Will Addison,Sam James,Johnny Leota,Nev Edwards,AJ MacGinty,Mike Phillips,Eifion Lewis-Roberts,Rob Webber,Halani Aulika,Bryn Evans,Andrei Ostrikov,Josh Beaumont ,TJ Ioane,Laurence Pearce,Neil Briggs,James Flynn,Kieran Longbottom,Jonathan Mills,Magnus Lund,David Seymour,James Mitchell,Dan Mugford,1061
97,09/09/2016,Byron McGuigan,Will Addison,Sam James,Johnny Leota,Paolo Odogwu,Dan Mugford,Mike Phillips,Eifion Lewis-Roberts,Neil Briggs,Halani Aulika,Bryn Evans,Jonathan Mills,TJ Ioane,David Seymour,Josh Beaumont ,Cameron Neild,Ross Harrison,Kieran Longbottom,Andrei Ostrikov,Laurence Pearce,James Mitchell,Nev Edwards,Sam Bedlow,1062
98,16/09/2016,Byron McGuigan,Will Addison,Sam James,Johnny Leota,Paolo Odogwu,Dan Mugford,Mike Phillips,Eifion Lewis-Roberts,Neil Briggs,Halani Aulika,Bryn Evans,Jonathan Mills,Cameron Neild,David Seymour,Josh Beaumont ,Ross Harrison,Kieran Longbottom,Andrei Ostrikov,Magnus Lund,Laurence Pearce,Peter Stringer,Nev Edwards,Sam Bedlow,1063
99,24/09/2016,Byron McGuigan,Nev Edwards,Will Addison,Johnny Leota,Paolo Odogwu,AJ MacGinty,Peter Stringer,Eifion Lewis-Roberts,Neil Briggs,Kieran Longbottom,Bryn Evans,Jonathan Mills,Cameron Neild,David Seymour,Josh Beaumont ,Ross Harrison,Halani Aulika,Andrei Ostrikov,Magnus Lund,Laurence Pearce,Mike Phillips,Tom Morton,Nick Scott,1064
100,01/10/2016,Byron McGuigan,Nev Edwards,Will Addison,Johnny Leota,Paolo Odogwu,AJ MacGinty,Mike Phillips,Ross Harrison,Neil Briggs,Kieran Longbottom,Bryn Evans,Jonathan Mills,Cameron Neild,David Seymour,Josh Beaumont ,Eifion Lewis-Roberts,Halani Aulika,Andrei Ostrikov,Magnus Lund,Laurence Pearce,James Mitchell,Dan Mugford,Sam Bedlow,1065
101,07/10/2016,Byron McGuigan,Will Addison,Sam James,Johnny Leota,Paolo Odogwu,AJ MacGinty,Mike Phillips,Eifion Lewis-Roberts,Neil Briggs,Brian Mujati,Bryn Evans,Jonathan Mills,Cameron Neild,David Seymour,Josh Beaumont ,Ross Harrison,Halani Aulika,Andrei Ostrikov,Magnus Lund,Laurence Pearce,James Mitchell,Dan Mugford,Mike Haley,1066
1449,15/10/2016,Mike Haley,Byron McGuigan,Will Addison,Sam James,Paolo Odogwu,Dan Mugford,Mike Phillips,Ross Harrison,Neil Briggs,Brian Mujati,Bryn Evans,Jonathan Mills,Cameron Neild,David Seymour,Josh Beaumont,James Flynn,Halani Aulika,Andrei Ostrikov,Magnus Lund,Tom Curry,James Mitchell,Sam Bedlow,Nev Edwards,1315
119,21/10/2016,Mike Haley,Byron McGuigan,Will Addison,Mark Jennings,Paolo Odogwu,Sam James,Peter Stringer,Ross Harrison,Neil Briggs,Brian Mujati,Bryn Evans,Andrei Ostrikov,Cameron Neild,Magnus Lund,Josh Beaumont ,Eifion Lewis-Roberts,Halani Aulika,Jonathan Mills,David Seymour,Tom Curry,James Mitchell,Dan Mugford,Sam Bedlow,1083
102,30/10/2016,Mike Haley,Byron McGuigan,Will Addison,Johnny Leota,Paolo Odogwu,Sam James,Peter Stringer,Ross Harrison,Neil Briggs,Halani Aulika,Bryn Evans,Andrei Ostrikov,Cameron Neild,Magnus Lund,Josh Beaumont ,Eifion Lewis-Roberts,Brian Mujati,Jonathan Mills,David Seymour,Tom Curry,Mike Phillips,Dan Mugford,Sam Bedlow,1067
124,04/11/2016,Tom Arscott ,Nev Edwards,Sam Bedlow,Mark Jennings,Charlie Ingall,Sam James,Mike Phillips,Ross Harrison,Cameron Neild,Brian Mujati,Andrei Ostrikov,Lou Reed,Ben Curry,Tom Curry,Laurence Pearce,Curtis Langdon,James Flynn,Ciaran Parker,George Nott,Matthew Rogerson,James Mitchell,Dan Mugford,Josh Charnley,1088
125,11/11/2016,Tom Arscott ,Charlie Ingall,Sam Bedlow,Johnny Leota,Nick Scott,Dan Mugford,James Mitchell,James Flynn,Rob Webber,Halani Aulika,George Nott,Lou Reed,Ben Curry,Tom Curry,Laurence Pearce,Curtis Langdon,Jake Pope,Ciaran Parker,TJ Ioane,David Seymour,Peter Stringer,Sam Tuitupou,Josh Charnley,1089
103,20/11/2016,Mike Haley,Will Addison,Sam James,Sam Tuitupou,Paolo Odogwu,AJ MacGinty,Peter Stringer,Ross Harrison,Neil Briggs,Brian Mujati,Bryn Evans,Andrei Ostrikov,Cameron Neild,David Seymour,Josh Beaumont ,Rob Webber,James Flynn,Halani Aulika,TJ Ioane,Ben Curry,Mike Phillips,Mark Jennings,Tom Arscott,1068
104,27/11/2016,Mike Haley,Will Addison,Sam James,Sam Tuitupou,Josh Charnley,AJ MacGinty,Mike Phillips,Ross Harrison,Neil Briggs,Brian Mujati,Bryn Evans,Andrei Ostrikov,TJ Ioane,Ben Curry,Josh Beaumont ,Rob Webber,James Flynn,Halani Aulika,Cameron Neild,Tom Curry,Peter Stringer,Tom Arscott,Mark Jennings,1069
105,02/12/2016,Mike Haley,Tom Arscott,Sam James,Johnny Leota,Josh Charnley,AJ MacGinty,Mike Phillips,Ross Harrison,Rob Webber,Brian Mujati,Bryn Evans,Josh Beaumont ,Cameron Neild,Ben Curry,TJ Ioane,Neil Briggs,James Flynn,Halani Aulika,Jonathan Mills,David Seymour,Peter Stringer,Sam Tuitupou,Paolo Odogwu,1070
120,10/12/2016,Tom Arscott,Paolo Odogwu,Sam James,Johnny Leota,Josh Charnley,AJ MacGinty,James Mitchell,Ross Harrison,Rob Webber,Halani Aulika,Josh Beaumont,Jonathan Mills,Tom Curry,David Seymour,Laurence Pearce,Cameron Neild,James Flynn,Ciaran Parker,George Nott,Ben Curry,Mike Phillips,Mark Jennings,Dan Mugford,1084
121,18/12/2016,Mike Haley,Denny Solomona,Sam James,Johnny Leota,Josh Charnley,AJ MacGinty,James Mitchell,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,Andrei Ostrikov,Cameron Neild,Magnus Lund,TJ Ioane,Neil Briggs,James Flynn,Ciaran Parker,Jonathan Mills,David Seymour,Mike Phillips,Mark Jennings,Tom Arscott,1085
106,23/12/2016,Mike Haley,Denny Solomona,Sam James,Johnny Leota,Josh Charnley,AJ MacGinty,Mike Phillips,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,Andrei Ostrikov,Cameron Neild,Magnus Lund ,TJ Ioane,Neil Briggs,James Flynn,Kieran Longbottom,Josh Beaumont,Jonathan Mills,James Mitchell,Tom Arscott,David Seymour,1071
107,01/01/2017,Mike Haley,Denny Solomona,Johnny Leota,Sam Tuitupou,Josh Charnley,Sam James,James Mitchell,Ross Harrison,Rob Webber,Halani Aulika,Jonathan Mills,Andrei Ostrikov,Cameron Neild,Magnus Lund,Josh Beaumont ,Neil Briggs,James Flynn,Kieran Longbottom,Ben Curry,TJ Ioane,Mike Phillips,AJ MacGinty,Byron McGuigan,1072
108,07/01/2017,Mike Haley,Denny Solomona,Will Addison,Johnny Leota,Byron McGuigan,Sam James,James Mitchell,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,Andrei Ostrikov,Cameron Neild,TJ Ioane,Josh Beaumont ,Neil Briggs,James Flynn,Kieran Longbottom,Jonathan Mills,Ben Curry,Mike Phillips,AJ MacGinty,Josh Charnley,1073
122,15/01/2017,Mike Haley,Paolo Odogwu,Will Addison,Mark Jennings,Josh Charnley,Sam James,Mike Phillips,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,Jonathan Mills,Magnus Lund,David Seymour,Laurence Pearce,Neil Briggs,James Flynn,Kieran Longbottom,George nott,Ben Curry,Tom Curry,James Mitchell,Dan Mugford,1086
123,21/01/2017,Mike Haley,Paolo Odogwu,Will Addison,Mark Jennings,Josh Charnley,AJ MacGinty,Mike Phillips,Ross Harrison,Rob Webber,Kieran Longbottom,George Nott,Andrei Ostrikov,Cameron Neild,Magnus Lund,Laurence Pearce,Neil Briggs,James Flynn,Halani Aulika,Jonathan Mills,Ben Curry,James Mitchell,Sam James,Tom Curry,1087
126,27/01/2017,Mike Haley,Denny Solomona,Johnny Leota,Sam Tuitupou,Byron McGuigan,AJ MacGinty,Mike Phillips,Ross Harrison,Neil Briggs,Halani Aulika,Bryn Evans,Jonathan Mills,Tom Curry,David Seymour,Laurence Pearce,Cameron Neild,James Flynn,Kieran Longbottom,George Nott,Ben Curry,James Mitchell,Sam James,Mark Jennings,1090
127,03/02/2017,Mike Haley,Denny Solomona,Will Addison,Mark Jennings,Byron McGuigan,Sam James,Mike Phillips,Ross Harrison,Neil Briggs,Brian Mujati,Bryn Evans,Jonathan Mills,TJ Ioane,Magnus Lund,Laurence Pearce,Cameron Neild,James Flynn,Kieran Longbottom,George Nott,Ben Curry,Peter Stringer,Dan Mugford,Johnny Leota,1091
109,10/02/2017,Mike Haley,Denny Solomona,Sam James,Mark Jennings,Will Addison ,Byron McGuigan,Mike Phillips,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,Jonathan Mills,Cameron Neild,Magnus Lund,TJ Ioane,Neil Briggs,James Flynn,Kieran Longbottom,George Nott,Ben Curry,Peter Stringer,Johnny Leota,Dan Mugford,1074
110,19/02/2017,Mike Haley,Denny Solomona,Will Addison ,Mark Jennings,Byron McGuigan,Sam James,Mike Phillips,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,George Nott,TJ Ioane,Magnus Lund,Josh Beaumont,Cameron Neild,James Flynn,Kieran Longbottom,Tom Curry,Ben Curry,Peter Stringer,AJ MacGinty,Johnny Leota,1075
111,25/02/2017,Mike Haley,Denny Solomona,Will Addison ,Mark Jennings,Josh Charnley,Sam James,Mike Phillips,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,George Nott,TJ Ioane,Magnus Lund,Josh Beaumont,Cameron Neild,James Flynn,Kieran Longbottom,Tom Curry,David Seymour,Peter Stringer,AJ MacGinty,Johnny Leota,1076
112,03/03/2017,Mike Haley,Denny Solomona,Johnny Leota,Mark Jennings,Josh Charnley,Sam James,Mike Phillips,Ross Harrison,Rob Webber,Halani Aulika,Bryn Evans,Jonathan Mills,Cameron Neild,Magnus Lund,Josh Beaumont ,Tom Curry,James Flynn,Kieran Longbottom,George Nott,Ben Curry,Peter Stringer,Dan Mugford,Byron McGuigan,1077
