DateOfMatch,SinBin1,SinBin2,SinBin3,SinBin4,SinBin5,MatchesID,SinBinsID
12/02/2000,NULL,NULL,NULL,NULL,NULL,NULL,1067
08/03/2000,NULL,NULL,NULL,NULL,NULL,NULL,1068
12/03/2000,Joe Clark,NULL,NULL,NULL,NULL,NULL,1069
25/03/2000,Mark Tinnock,NULL,NULL,NULL,NULL,NULL,1070
08/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,1071
15/04/2000,Nicky Little,Alex Sanderson,NULL,NULL,NULL,NULL,1072
22/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,1073
30/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,1074
06/05/2000,NULL,NULL,NULL,NULL,NULL,NULL,1075
14/05/2000,Steve Diamond,NULL,NULL,NULL,NULL,NULL,1076
02/09/2001,Scott Lines,NULL,NULL,NULL,NULL,NULL,1077
08/09/2001,NULL,NULL,NULL,NULL,NULL,NULL,1078
16/09/2001,Pete Anglesea,NULL,NULL,NULL,NULL,NULL,1079
22/09/2001,NULL,NULL,NULL,NULL,NULL,NULL,1080
13/10/2001,Kevin Yates,NULL,NULL,NULL,NULL,NULL,1081
20/10/2001,NULL,NULL,NULL,NULL,NULL,NULL,1082
11/11/2001,Alex Sanderson,NULL,NULL,NULL,NULL,NULL,1083
17/11/2001,NULL,NULL,NULL,NULL,NULL,NULL,1084
25/11/2001,NULL,NULL,NULL,NULL,NULL,NULL,1085
01/12/2001,NULL,NULL,NULL,NULL,NULL,NULL,1086
08/12/2001,NULL,NULL,NULL,NULL,NULL,NULL,1087
27/12/2001,Stuart Pinkerton,NULL,NULL,NULL,NULL,NULL,1088
09/02/2002,NULL,NULL,NULL,NULL,NULL,NULL,1089
23/02/2002,Kevin Yates,NULL,NULL,NULL,NULL,NULL,1090
09/03/2002,Chris Jones,NULL,NULL,NULL,NULL,NULL,1091
16/03/2002,Iain Fullarton,NULL,NULL,NULL,NULL,NULL,1092
31/03/2002,NULL,NULL,NULL,NULL,NULL,NULL,1093
13/04/2002,NULL,NULL,NULL,NULL,NULL,NULL,1094
19/04/2002,NULL,NULL,NULL,NULL,NULL,NULL,1095
05/05/2002,NULL,NULL,NULL,NULL,NULL,NULL,1096
08/05/2002,NULL,NULL,NULL,NULL,NULL,NULL,1097
12/05/2002,NULL,NULL,NULL,NULL,NULL,NULL,1098
30/08/2002,Dan Harris,Stuart Pinkerton,NULL,NULL,NULL,NULL,1099
07/09/2002,NULL,NULL,NULL,NULL,NULL,NULL,1100
13/09/2002,Andy Titterrell,NULL,NULL,NULL,NULL,NULL,1101
20/09/2002,NULL,NULL,NULL,NULL,NULL,NULL,1102
27/09/2002,NULL,NULL,NULL,NULL,NULL,NULL,1103
05/10/2002,NULL,NULL,NULL,NULL,NULL,NULL,1104
27/10/2002,NULL,NULL,NULL,NULL,NULL,NULL,1105
01/11/2002,NULL,NULL,NULL,NULL,NULL,NULL,1106
10/11/2002,NULL,NULL,NULL,NULL,NULL,NULL,1107
15/11/2002,NULL,NULL,NULL,NULL,NULL,NULL,1108
24/11/2002,NULL,NULL,NULL,NULL,NULL,NULL,1109
29/11/2002,NULL,NULL,NULL,NULL,NULL,NULL,1110
29/12/2002,NULL,NULL,NULL,NULL,NULL,NULL,1111
03/01/2003,NULL,NULL,NULL,NULL,NULL,NULL,1112
02/02/2003,NULL,NULL,NULL,NULL,NULL,NULL,1113
08/02/2003,NULL,NULL,NULL,NULL,NULL,NULL,1114
15/03/2003,NULL,NULL,NULL,NULL,NULL,NULL,1115
06/04/2003,NULL,NULL,NULL,NULL,NULL,NULL,1116
18/04/2003,NULL,NULL,NULL,NULL,NULL,NULL,1117
26/04/2003,NULL,NULL,NULL,NULL,NULL,NULL,1118
03/05/2003,NULL,NULL,NULL,NULL,NULL,NULL,1119
10/05/2003,NULL,NULL,NULL,NULL,NULL,NULL,1120
12/09/2003,NULL,NULL,NULL,NULL,NULL,NULL,1121
21/09/2003,James Hoyle,Alex Sanderson,NULL,NULL,NULL,NULL,1122
26/09/2003,Graeme Bond,NULL,NULL,NULL,NULL,NULL,1123
04/10/2003,Dean Schofield,NULL,NULL,NULL,NULL,NULL,1124
10/10/2003,NULL,NULL,NULL,NULL,NULL,NULL,1125
17/10/2003,NULL,NULL,NULL,NULL,NULL,NULL,1126
25/10/2003,NULL,NULL,NULL,NULL,NULL,NULL,1127
31/10/2003,NULL,NULL,NULL,NULL,NULL,NULL,1128
08/11/2003,Kevin Yates,Nick Walshe,NULL,NULL,NULL,NULL,1129
21/11/2003,NULL,NULL,NULL,NULL,NULL,NULL,1130
